,item_id,fill_qty,used_qty,code_name,unit_price,orders_placed,ordered_qty,leadtime_intdays_mean,leadtime_intdays_std,used_filled_ratio,used_ordered_ratio
42,1132,959,870.0,SUTURES,2.5753,37,1764.0,2.7837837837837838,2.3586146491241555,0.9071949947862357,0.4931972789115646
43,113523,18,13.0,LINEN DRAPES OBS SURG DISP,78.05,1,20.0,1.0,,0.7222222222222222,0.65
44,113524,9,7.0,LINEN DRAPES OBS SURG DISP,65.65,1,20.0,4.0,,0.7777777777777778,0.35
45,113527,68,62.0,LINEN DRAPES OBS SURG DISP,320.6,22,105.0,0.5,0.8017837257372732,0.9117647058823529,0.5904761904761905
46,113528,35,68.0,LINEN DRAPES OBS SURG DISP,415.0,23,140.0,1.0,1.4770978917519928,1.9428571428571428,0.4857142857142857
47,11367,1,4.0,SUTURES,9.645,1,12.0,2.0,,4.0,0.3333333333333333
48,114102,24,13.0,MED SURG OTHER,18.7,7,33.0,0.0,0.0,0.5416666666666666,0.3939393939393939
49,114488,9,9.0,MED SURG OTHER,22.454,2,20.0,2.0,1.4142135623730951,1.0,0.45
50,114490,211,123.0,MED SURG OTHER,22.05,54,280.0,0.0,0.0,0.5829383886255924,0.4392857142857143
51,114875,814,700.0,INSTRUMENTS REUSABLE,51.35,100,1032.0,0.0,0.0,0.85995085995086,0.6782945736434108
52,114970,497,399.0,ORTHOSES OTHER,60.75,88,538.0,1.7727272727272727,1.1419611355513453,0.8028169014084507,0.741635687732342
53,114986,7,33.0,ORTHOSES OTHER,206.25,33,40.0,1.3636363636363635,0.7423855895936853,4.714285714285714,0.825
54,114990,7,39.0,ORTHOSES OTHER,206.25,49,53.0,2.2653061224489797,2.4560767343814947,5.571428571428571,0.7358490566037735
55,115036,314,290.0,MED SURG GUIDE WIRES,14.17,61,391.0,2.540983606557377,2.6367516030891953,0.9235668789808917,0.7416879795396419
56,115352,22,33.0,INSTRUMENTS REUSABLE,0.0,1,100.0,4.0,,1.5,0.33
57,115423,13,45.0,INSTRUMENTS REUSABLE,39.834,4,96.0,2.5,1.0,3.4615384615384617,0.46875
58,115447,15,19.0,MED SURG OTHER,29.7,3,60.0,2.3333333333333335,0.5773502691896258,1.2666666666666666,0.31666666666666665
59,115448,7,9.0,MED SURG OTHER,64.1,2,20.0,3.5,0.7071067811865476,1.2857142857142858,0.45
60,115457,4,6.0,MED SURG OTHER,156.1,2,20.0,20.0,24.041630560342615,1.5,0.3
61,1172,22,66.0,SUTURES,4.7625,8,96.0,2.5,1.4142135623730951,3.0,0.6875
62,117510,108,4.0,INSTRUMENTS DISPOSABLE,10.0,6,30.0,1.0,0.0,0.037037037037037035,0.13333333333333333
63,117896,89,76.0,INSTRUMENTS DISPOSABLE,450.0,72,112.0,0.0,0.0,0.8539325842696629,0.6785714285714286
64,1184,41,38.0,SUTURES,2.3658,4,144.0,3.75,2.872281323269014,0.926829268292683,0.2638888888888889
65,118652,6,5.0,INSTRUMENTS DISPOSABLE,659.8,2,10.0,2.5,0.7071067811865476,0.8333333333333334,0.5
66,118848,37,45.0,MED SURG OTHER,132.6,13,65.0,1.9230769230769231,1.1151635501529555,1.2162162162162162,0.6923076923076923
67,119085,77,37.0,ORTHOSES VASCULAR GRAFTS,154.0,53,64.0,3.509433962264151,2.9063765539653956,0.4805194805194805,0.578125
68,119188,1,59.0,MED SURG OTHER,66.0,58,118.0,0.0,0.0,59.0,0.5
69,119189,149,143.0,MED SURG OTHER,49.16,117,246.0,0.0,0.0,0.959731543624161,0.5813008130081301
70,119190,162,161.0,MED SURG OTHER,18.05,57,348.0,0.0,0.0,0.9938271604938271,0.46264367816091956
71,119191,148,36.0,MED SURG OTHER,20.98,15,60.0,0.0,0.0,0.24324324324324326,0.6
72,119192,37,26.0,MED SURG OTHER,47.52,15,60.0,0.0,0.0,0.7027027027027027,0.43333333333333335
73,119216,20,412.0,INSTRUMENTS REUSABLE,550.0,235,514.0,0.0,0.0,20.6,0.8015564202334631
74,119312,167,43.0,MED SURG OTHER,48.25,79,161.0,0.0,0.0,0.25748502994011974,0.2670807453416149
75,119313,162,64.0,MED SURG OTHER,36.5,86,176.0,0.0,0.0,0.3950617283950617,0.36363636363636365
76,119551,438,2127.0,MED SURG OTHER,5.46,170,3640.0,0.0,0.0,4.8561643835616435,0.5843406593406594
77,119560,269,164.0,SUTURES,33.2342,6,156.0,3.0,1.5491933384829668,0.6096654275092936,1.0512820512820513
78,1198,2,78.0,SUTURES,1.7992,3,108.0,2.6666666666666665,1.1547005383792515,39.0,0.7222222222222222
79,1199,21,4.0,SUTURES,10.4608,1,12.0,5.0,,0.19047619047619047,0.3333333333333333
80,120765,22,43.0,MED SURG OTHER,67.0,5,52.0,2.2,2.16794833886788,1.9545454545454546,0.8269230769230769
81,120767,696,460.0,LINEN DRAPES OBS SURG DISP,12.0,50,632.0,0.0,0.0,0.6609195402298851,0.7278481012658228
82,121036,6,14.0,INSTRUMENTS DISPOSABLE,772.0,13,21.0,25.307692307692307,82.54027765822838,2.3333333333333335,0.6666666666666666
83,121113,71,4.0,ORTHOSES VASCULAR GRAFTS,172.0,9,10.0,2.888888888888889,1.0540925533894598,0.056338028169014086,0.4
84,121165,62,9.0,LINEN DRAPES OBS SURG DISP,2.641,1,20.0,2.0,,0.14516129032258066,0.45
85,121283,21,21.0,PROSTHESES STIMULAR DEEP BRAIN,32.1,10,32.0,0.0,0.0,1.0,0.65625
86,121284,180,167.0,MED SURG OTHER,44.26,97,230.0,0.0,0.0,0.9277777777777778,0.7260869565217392
87,121285,141,124.0,MED SURG OTHER,61.82,78,148.0,0.0,0.0,0.8794326241134752,0.8378378378378378
88,121286,101,123.0,MED SURG OTHER,49.5,67,138.0,0.0,0.0,1.2178217821782178,0.8913043478260869
89,121287,56,49.0,PROSTHESES STIMULAR SPINAL CORD,40.13,26,70.0,0.0,0.0,0.875,0.7
90,121344,69,56.0,MED SURG CATHETERS,38.0,5,100.0,4.2,1.3038404810405297,0.8115942028985508,0.56
91,121530,2,7.0,INSTRUMENTS DISPOSABLE,2.09,17,30.0,0.0,0.0,3.5,0.23333333333333334
92,1216,212,630.0,SUTURES,2.3225,48,1416.0,2.125,0.8154100913168028,2.9716981132075473,0.4449152542372881
93,1218,44,26.0,SUTURES,5.32,10,120.0,2.7,1.6363916944844772,0.5909090909090909,0.21666666666666667
94,124825,1,14.0,INSTRUMENTS DISPOSABLE,307.02,12,29.0,2.1666666666666665,1.7494587907710375,14.0,0.4827586206896552
95,125078,20,5.0,PROSTHESES PLASTICS,1000.0,3,0.0,6.666666666666667,6.506407098647712,0.25,inf
96,125195,16,10.0,PROSTHESES PLASTICS,410.0,6,9.0,1.0,0.0,0.625,1.1111111111111112
97,12612,403,65.0,MED SURG OTHER,0.6982,14,2600.0,0.0,0.0,0.16129032258064516,0.025
98,1272,288,155.0,MED SURG OTHER,0.0,39,195.0,0.0,0.0,0.5381944444444444,0.7948717948717948
99,127478,1,121.0,MED SURG OTHER,36.26,20,240.0,2.1,2.149663376340339,121.0,0.5041666666666667
100,12770,16,30.0,ORTHOSES VASCULAR GRAFTS,1843.0,36,40.0,1.4705882352941178,0.9288407280256479,1.875,0.75
101,128446,427,152.0,MED SURG OTHER,0.0,101,687.0,0.0,0.0,0.3559718969555035,0.22125181950509462
102,128452,180,97.0,MED SURG OTHER,0.0,31,185.0,0.0,0.0,0.5388888888888889,0.5243243243243243
103,128453,7662,4359.0,MED SURG OTHER,4.607,662,7903.0,0.0,0.0,0.5689115113547377,0.5515626977097304
104,128673,1,19.0,INSTRUMENTS DISPOSABLE,100.0,6,36.0,3.0,1.0954451150103321,19.0,0.5277777777777778
105,128766,23,12.0,MED SURG CATHETERS,0.35,34,64.0,0.0,0.0,0.5217391304347826,0.1875
106,128767,45,40.0,MED SURG CATHETERS,0.35,59,137.0,0.0,0.0,0.8888888888888888,0.291970802919708
107,128768,1950,223.1000000015,MED SURG CATHETERS,0.35,186,1030.0,0.0,0.0,0.11441025641102565,0.21660194174902914
108,128769,348,118.0,MED SURG CATHETERS,0.45,83,243.0,0.0,0.0,0.3390804597701149,0.48559670781893005
109,128770,374,247.0,MED SURG CATHETERS,0.45,109,410.0,0.0,0.0,0.660427807486631,0.6024390243902439
110,128771,208,18.0,MED SURG CATHETERS,0.45,45,124.0,0.0,0.0,0.08653846153846154,0.14516129032258066
111,128816,2137,179.0,MED SURG OTHER,0.6,147,1288.0,0.0,0.0,0.08376228357510529,0.1389751552795031
112,128819,471,88.0,MED SURG OTHER,0.7,42,266.0,0.0,0.0,0.18683651804670912,0.3308270676691729
113,128822,196,16.0,MED SURG OTHER,0.8,11,58.0,0.0,0.0,0.08163265306122448,0.27586206896551724
114,12891,162,165.0,SUTURES,17.7067,25,384.0,3.2,3.763863263545405,1.0185185185185186,0.4296875
115,129190,19,17.0,MED SURG OTHER,38.5,3,30.0,3.3333333333333335,2.3094010767585034,0.8947368421052632,0.5666666666666667
116,129234,138,81.0,MED SURG DRESSINGS,6.85,11,260.0,4.7272727272727275,4.649535656189961,0.5869565217391305,0.31153846153846154
117,129238,102,95.0,MED SURG OTHER,15.5671,49,321.0,0.0,0.0,0.9313725490196079,0.29595015576323985
118,129246,108,14.0,MED SURG OTHER,8.3376,8,200.0,2.375,1.407885953173359,0.12962962962962962,0.07
119,129250,489,380.0,MED SURG OTHER,1.9375,20,2200.0,0.0,0.0,0.7770961145194274,0.17272727272727273
120,129253,196,9.0,MED SURG OTHER,0.0,32,48.0,0.0,0.0,0.04591836734693878,0.1875
121,129360,40,18.0,LINEN DRAPES OBS SURG DISP,0.0,7,108.0,2.5714285714285716,1.7182493859684491,0.45,0.16666666666666666
122,129399,5,2.0,MED SURG OTHER,0.0,13,11.0,0.0,0.0,0.4,0.18181818181818182
123,129400,93,14.0,MED SURG OTHER,0.0,41,53.0,0.0,0.0,0.15053763440860216,0.2641509433962264
124,129502,2,109.0,MED SURG DRESSINGS,23.5833,28,192.0,2.392857142857143,1.6630914033428874,54.5,0.5677083333333334
125,129507,518,432.0,MED SURG DRESSINGS,7.3889,20,540.0,4.2,4.034065469291037,0.833976833976834,0.8
126,129636,1153,936.0,INSTRUMENTS DISPOSABLE,21.75,114,984.0,0.0,0.0,0.8117953165654813,0.9512195121951219
127,129639,513,273.0,INSTRUMENTS DISPOSABLE,21.75,47,312.0,1.9574468085106382,1.3824591637731878,0.5321637426900585,0.875
128,129743,66,20.0,MED SURG CATHETERS,2.317,52,121.0,0.0,0.0,0.30303030303030304,0.1652892561983471
129,129744,76,12.0,MED SURG CATHETERS,1.849,74,162.0,0.0,0.0,0.15789473684210525,0.07407407407407407
130,129746,26,7.0,MED SURG CATHETERS,1.838,26,64.0,0.0,0.0,0.2692307692307692,0.109375
131,129755,19,17.0,MED SURG CATHETERS,3.016,34,78.0,0.0,0.0,0.8947368421052632,0.21794871794871795
132,129756,107,15.0,MED SURG CATHETERS,2.816,64,140.0,0.0,0.0,0.14018691588785046,0.10714285714285714
133,129757,211,24.0,MED SURG CATHETERS,2.814,53,132.0,0.0,0.0,0.11374407582938388,0.18181818181818182
134,129768,1,3.0,MED SURG CATHETERS,1.0025,6,6.0,0.0,0.0,3.0,0.5
135,129770,1,2.0,MED SURG CATHETERS,0.8042,24,40.0,0.0,0.0,2.0,0.05
136,1298,402,1159.0,SUTURES,2.5542,50,2196.0,3.54,7.088968146899456,2.883084577114428,0.5277777777777778
137,1308,8465,9458.0,SUTURES,2.4369,112,14148.0,2.4464285714285716,1.681051181830308,1.1173065564087419,0.6685043822448402
138,1314,8,17.0,SUTURES,1.8653,3,108.0,2.0,0.0,2.125,0.1574074074074074
139,1315,4,357.0299999714,SUTURES,5.2363,35,1008.0,3.6,4.84585936044129,89.25749999285,0.35419642854305555
140,13179,0,1.0,PROSTHESES JOINTS OTHER,300.0,1,1.0,0.0,,inf,1.0
141,13180,0,1.0,PROSTHESES JOINTS OTHER,300.0,2,1.0,16.666666666666668,25.482019804821856,inf,1.0
142,13188,72,51.0,ORTHOSES VASCULAR GRAFTS,1843.0,76,86.0,1.5454545454545454,1.0329499726187201,0.7083333333333334,0.5930232558139535
143,13246,46,31.0,SUTURES,3.9856,4,144.0,4.0,4.0,0.6739130434782609,0.2152777777777778
144,133221,2097,2340.0,MED SURG OTHER,39.0,536,2751.0,0.0,0.0,1.1158798283261802,0.8505997818974919
145,133222,533,11.0,MED SURG OTHER,47.0,127,220.0,0.0,0.0,0.020637898686679174,0.05
146,133397,18,7.0,SUTURES,33.2342,1,12.0,2.0,,0.3888888888888889,0.5833333333333334
147,133496,344,259.0,MED SURG DRESSINGS,17.3375,20,400.0,4.75,3.4924731095675785,0.752906976744186,0.6475
148,133501,24,17.0,MED SURG OTHER,26.075,6,60.0,11.166666666666666,5.076087732365021,0.7083333333333334,0.2833333333333333
149,133544,1,104.0,MED SURG OTHER,70.3,20,140.0,2.0,2.127513992779762,104.0,0.7428571428571429
150,133574,24,4.0,MED SURG DRESSINGS,0.0,6,19.0,0.0,0.0,0.16666666666666666,0.21052631578947367
151,134011,142,35.0,MED SURG OTHER,8.964,7,70.0,3.142857142857143,1.0690449676496976,0.24647887323943662,0.5
152,134027,363,278.0,MED SURG OTHER,11.558,49,490.0,0.0,0.0,0.7658402203856749,0.5673469387755102
153,134033,1390,1650.0,MED SURG OTHER,11.583,286,2950.0,0.0,0.0,1.1870503597122302,0.559322033898305
154,134038,259,326.0,MED SURG OTHER,8.844,53,530.0,0.0,0.0,1.2586872586872586,0.6150943396226415
155,134046,61,39.0,MED SURG OTHER,3.808,7,70.0,0.0,0.0,0.639344262295082,0.5571428571428572
156,134047,2,27.0,MED SURG OTHER,3.699,7,70.0,0.0,0.0,13.5,0.38571428571428573
157,134048,429,147.0,MED SURG OTHER,11.22,17,170.0,0.0,0.0,0.34265734265734266,0.8647058823529412
158,134049,96,211.0,MED SURG OTHER,12.75,24,220.0,0.0,0.0,2.1979166666666665,0.9590909090909091
159,134052,35,328.0,MED SURG OTHER,9.861,75,299.0,0.0,0.0,9.371428571428572,1.0969899665551839
160,134060,3484,1362.0,MED SURG OTHER,6.3875,584,4227.0,0.0,0.0,0.39092996555683124,0.3222143364088006
161,134063,39,40.0,MED SURG OTHER,6.6458,31,94.0,0.0,0.0,1.0256410256410255,0.425531914893617
162,13628,142,1233.0,SUTURES,2.2861,48,3600.0,3.4166666666666665,3.8748141113043237,8.683098591549296,0.3425
163,136624,6,40.0,PROSTHESES GASTROENTEROLOGY,48.0,17,51.0,1.9411764705882353,1.2976222599091634,6.666666666666667,0.7843137254901961
164,1367,8,38.0,SUTURES,6.3167,9,108.0,3.2222222222222223,2.4381231397212986,4.75,0.35185185185185186
165,13698,1866,1652.0,LINEN DRAPES OBS SURG DISP,3.988,286,3630.0,0.0,0.0,0.8853161843515541,0.4550964187327824
166,139426,1647,1161.0,MED SURG OTHER,34.5,168,1686.0,0.0,0.0,0.7049180327868853,0.6886120996441281
167,13961,1,48.0,SUTURES,2.3908,2,72.0,2.0,0.0,48.0,0.6666666666666666
168,14031,1144,2814.0,SUTURES,2.2983,94,5316.0,2.893617021276596,3.234451924144126,2.4597902097902096,0.5293453724604966
169,14081,14,40.0,SUTURES,2.3225,5,7.0,2.2,0.4472135954999579,2.857142857142857,5.714285714285714
170,14205,302,312.0,INSTRUMENTS DISPOSABLE,3.7083,18,360.0,0.0,0.0,1.033112582781457,0.8666666666666667
171,1429,11,23.0,MED SURG OTHER,29.5,4,30.0,0.0,0.0,2.090909090909091,0.7666666666666667
172,1430,2368,1787.0,MED SURG OTHER,78.5,204,2965.0,0.0,0.0,0.7546452702702703,0.6026981450252951
173,143959,12,3.0,PROSTHESES PLATES AND SCREWS,130.0,7,7.0,1.7142857142857142,1.889822365046136,0.25,0.42857142857142855
174,144932,389,369.0,PROSTHESES PLATES AND SCREWS,50.0,110,461.0,2.2162162162162162,2.883827650270022,0.9485861182519281,0.8004338394793926
175,147471,43,33.0,LINEN DRAPES OBS SURG DISP,80.0,1,25.0,1.0,,0.7674418604651163,1.32
176,147640,91,92.0,INSTRUMENTS REUSABLE,100.0,42,167.0,1.9534883720930232,3.1240502432708444,1.010989010989011,0.5508982035928144
177,147641,4,2.0,INSTRUMENTS REUSABLE,100.0,8,15.0,1.125,0.3535533905932738,0.5,0.13333333333333333
178,147642,4,1.0,INSTRUMENTS REUSABLE,100.0,3,9.0,1.0,0.0,0.25,0.1111111111111111
179,148076,290,158.0,INSTRUMENTS DISPOSABLE,31.0,145,444.0,2.227272727272727,3.2287975609876143,0.5448275862068965,0.35585585585585583
180,14972,4,86.0,MED SURG OTHER,17.8,62,300.0,0.0,0.0,21.5,0.2866666666666667
181,14973,12,59.0,SUPPLIES RESPIRATORY THERAPY,0.0,51,245.0,0.0,0.0,4.916666666666667,0.24081632653061225
182,150080,242,54.0,INSTRUMENTS REUSABLE,100.0,23,85.0,3.217391304347826,3.1759969335216818,0.2231404958677686,0.6352941176470588
183,150081,160,111.0,INSTRUMENTS REUSABLE,100.0,29,140.0,2.0344827586206895,3.7271471148538726,0.69375,0.7928571428571428
184,150082,15,5.0,INSTRUMENTS REUSABLE,100.0,5,14.0,4.4,6.54217089351845,0.3333333333333333,0.35714285714285715
185,150083,173,77.0,INSTRUMENTS REUSABLE,100.0,21,98.0,3.6666666666666665,5.131601439446884,0.44508670520231214,0.7857142857142857
186,1504,99,7.0,MED SURG NEEDLES,0.0,7,20.0,0.0,0.0,0.0707070707070707,0.35
187,1508,260,10.0,MED SURG OTHER,0.36,28,380.0,0.0,0.0,0.038461538461538464,0.02631578947368421
188,151341,39,29.0,LINEN DRAPES OBS SURG DISP,33.25,4,40.0,19.5,32.34707611722168,0.7435897435897436,0.725
189,15140,590,1045.0,SUTURES,3.3775,61,1368.0,0.4918032786885246,0.8873734805531834,1.771186440677966,0.7638888888888888
190,1554,49,107.0,MED SURG DRESSINGS,43.52,7,168.0,3.7142857142857144,1.7994708216848745,2.183673469387755,0.6369047619047619
191,1555,284,151.0,LINEN DRAPES OBS SURG DISP,0.0,28,280.0,0.0,0.0,0.5316901408450704,0.5392857142857143
192,1557,281,195.0,LINEN DRAPES OBS SURG DISP,11.103,46,245.0,0.0,0.0,0.693950177935943,0.7959183673469388
193,15631,262,41.0,SUTURES,5.365,7,96.0,2.7142857142857144,1.9760470401187074,0.15648854961832062,0.4270833333333333
194,15813,1901,3620.0,SUTURES,2.3658,101,6228.0,2.386138613861386,2.024698975303257,1.9042609153077328,0.5812459858702633
195,15846,467,20.0,SUTURES,16.125,2,24.0,0.0,0.0,0.042826552462526764,0.8333333333333334
196,15862,168,54.0,SUTURES,1.7753,7,252.0,3.0,1.5275252316519468,0.32142857142857145,0.21428571428571427
197,1603,262,32.0,MED SURG OTHER,0.0,3,432.0,0.0,0.0,0.12213740458015267,0.07407407407407407
198,1605,67,41.0,INSTRUMENTS DISPOSABLE,0.0,23,52.0,0.0,0.0,0.6119402985074627,0.7884615384615384
199,1613,97,14.0,MED SURG OTHER,42.0,35,41.0,0.0,0.0,0.14432989690721648,0.34146341463414637
200,1632,49,5.0,MED SURG NEEDLES,0.0292,10,160.0,0.0,0.0,0.10204081632653061,0.03125
201,16392,80,58.0,MED SURG OTHER,0.0,10,200.0,0.0,0.0,0.725,0.29
202,16602,1,3.0,MED SURG NEEDLES,8.322,9,40.0,0.0,0.0,3.0,0.075
203,1682,835,779.0,SUTURES,2.4767,31,1296.0,2.129032258064516,0.9913605292348144,0.932934131736527,0.6010802469135802
204,1686,1252,1365.0,SUTURES,2.5106,42,1512.0,2.4761904761904763,1.4523000301136333,1.090255591054313,0.9027777777777778
205,1688,35,67.0,SUTURES,2.3447,5,180.0,3.0,2.2360679774997894,1.9142857142857144,0.37222222222222223
206,1689,2062,5013.0,SUTURES,2.3658,74,10908.0,2.5945945945945947,2.1639570484109987,2.4311348205625607,0.45957095709570955
207,1691,110,67.0,SUTURES,5.0567,11,132.0,2.090909090909091,0.30151134457776374,0.6090909090909091,0.5075757575757576
208,16911,63,47.0,MED SURG NEEDLES,12.696,48,100.0,0.0,0.0,0.746031746031746,0.47
209,1695,1,8.0,MED SURG OTHER,0.0,8,24.0,0.0,0.0,8.0,0.3333333333333333
210,1713,66,17.0,MED SURG OTHER,0.6982,8,1600.0,0.0,0.0,0.25757575757575757,0.010625
211,1784,218,253.0,SUTURES,1.435,15,540.0,3.066666666666667,3.305118685283408,1.1605504587155964,0.4685185185185185
212,17923,53,9.0,INSTRUMENTS DISPOSABLE,36.2,20,26.0,0.0,0.0,0.16981132075471697,0.34615384615384615
213,18178,25,11.0,MED SURG OTHER,12.537,2,20.0,3.0,1.4142135623730951,0.44,0.55
214,18179,8,15.0,MED SURG OTHER,9.289,4,40.0,2.25,0.5,1.875,0.375
215,1822,27,8.0,MED SURG OTHER,42.0,22,24.0,0.0,0.0,0.2962962962962963,0.3333333333333333
216,1838,753,785.0,SUTURES,2.4767,29,1368.0,4.068965517241379,8.928009834555029,1.0424966799468791,0.5738304093567251
217,1840,248,294.0,SUTURES,2.6825,17,612.0,2.411764705882353,1.0641207361838554,1.185483870967742,0.4803921568627451
218,1849,820,2155.0,SUTURES,5.1133,53,2616.0,2.3207547169811322,1.1397298078198583,2.6280487804878048,0.8237767584097859
219,1851,191,179.0,SUTURES,16.2492,24,360.0,2.25,1.073393643098131,0.93717277486911,0.49722222222222223
220,1861,36,196.0,SUTURES,2.4369,6,216.0,3.0,1.9999999999999998,5.444444444444445,0.9074074074074074
221,1864,3,282.0,SUTURES,2.6867,10,360.0,3.5,4.403281604540969,94.0,0.7833333333333333
222,18662,757,640.0,SUTURES,27.9608,41,852.0,2.317073170731707,1.1497613750305735,0.845442536327609,0.7511737089201878
223,18666,1233,4261.0,MED SURG OTHER,3.2604,188,9312.0,0.0,0.0,3.4557988645579885,0.4575816151202749
224,1872,18,13.0,SUTURES,12.5692,2,24.0,1.5,0.7071067811865476,0.7222222222222222,0.5416666666666666
225,18743,106,43.0,INSTRUMENTS DISPOSABLE,28.4,34,84.0,0.0,0.0,0.4056603773584906,0.5119047619047619
226,1875,4,3687.0,SUTURES,2.3942,52,5148.0,3.3653846153846154,4.481022494282803,921.75,0.7162004662004662
227,1883,252,284.0,SUTURES,2.5461,12,432.0,2.6666666666666665,1.497472618255253,1.126984126984127,0.6574074074074074
228,1896,838,1168.0,SUTURES,2.2519,37,2484.0,2.6216216216216215,2.4077577322681982,1.3937947494033414,0.47020933977455714
229,1897,421,179.0,SUTURES,3.0021,15,360.0,2.2666666666666666,1.3345232785352155,0.4251781472684085,0.49722222222222223
